Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,YearsSinceRemodel,QualCond,TotalBsmtBath,TotalBath,HasBasement,IsHomeNew,HasGarage,HasSecondGarage,MultipleExteriorMaterials,HasMasonryVeneer
51,60,RL,68.0,13869,Missing,1,3,Corner,2,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,Gable,VinylSd,VinylSd,Missing,0.0,3,3,PConc,4,3,3,6,182,1,0,612,794,4,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,3,6,7,0,0,Attchd,1997.0,3,2,388,3,3,2,0,75,0,0,0,0,Missing,Missing,Missing,0,7,2007,WD,Normal,12.083910661257521,2264,11,11,36,0.0,2.0,1,0,1,0,0,1
52,50,RM,52.0,6240,Missing,3,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,Missing,0.0,3,3,PConc,3,3,1,1,0,1,0,816,816,3,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,3,6,7,1,4,Detchd,1985.0,1,2,528,3,3,2,112,0,0,0,0,0,Missing,MnPrv,Shed,400,9,2006,WD,Normal,11.648338835562747,1632,73,57,36,0.0,1.0,1,0,1,0,0,1
53,90,RM,110.0,8472,Missing,1,2,Corner,1,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,Missing,0.0,2,3,CBlock,4,3,4,2,104,6,712,0,816,3,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,7,0,0,CarPort,1963.0,1,2,516,3,3,2,106,0,0,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,11.608244735642321,1632,48,48,25,1.5,1.0,1,0,1,0,0,1
54,20,RL,68.0,50271,Missing,2,0,Inside,2,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,Missing,0.0,4,3,CBlock,5,3,4,6,1810,1,0,32,1842,4,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,4,5,7,1,4,Attchd,1981.0,3,3,894,3,3,2,857,72,0,0,0,0,Missing,Missing,Missing,0,11,2006,WD,Normal,12.861001210669146,3684,26,20,45,3.0,0.5,1,0,1,0,1,1
55,80,RL,60.0,7134,Missing,3,2,Inside,1,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,Missing,0.0,3,3,CBlock,3,3,1,5,384,1,0,0,384,3,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,6,1,3,Detchd,1962.0,1,2,572,3,3,2,0,50,0,0,0,0,Missing,MnPrv,Missing,0,2,2007,WD,Normal,11.775297421715827,1744,53,53,25,0.0,1.0,1,0,1,0,0,1
56,20,RL,100.0,10175,Missing,2,3,Inside,2,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,4,490,1,0,935,1425,4,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,7,1,4,Attchd,1964.0,2,2,576,3,3,2,0,0,0,407,0,0,Missing,Missing,Missing,0,7,2008,WD,Normal,12.103491596905931,2850,45,45,30,0.0,2.0,1,0,1,0,1,1
57,160,FV,24.0,2645,Pave,3,3,Inside,2,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649,1,0,321,970,5,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,4,7,7,0,0,Attchd,1999.0,3,2,480,3,3,2,115,0,0,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Abnorml,12.058158312538197,2709,11,10,40,1.5,2.5,1,0,1,0,0,1
58,60,RL,89.0,11645,Missing,2,3,Corner,2,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Missing,0.0,4,3,PConc,4,3,1,1,0,1,0,860,860,5,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,4,7,7,0,0,Attchd,2004.0,2,2,565,3,3,2,0,70,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Normal,12.188422799337028,2580,3,3,35,0.0,2.5,1,0,1,0,0,1
59,60,RL,66.0,13682,Missing,1,1,CulDSac,2,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0,1,0,1410,1410,5,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,4,10,7,1,4,BuiltIn,2006.0,3,3,641,3,3,2,192,0,37,0,0,0,Missing,Missing,Missing,0,10,2006,New,Partial,12.991755706536901,4355,1,1,50,0.0,3.5,1,1,1,0,0,1
60,20,RL,60.0,7200,Missing,3,2,Inside,2,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,Missing,0.0,3,3,CBlock,3,3,3,5,632,1,0,148,780,5,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,7,0,0,Detchd,1973.0,1,1,352,3,3,2,196,0,0,0,0,0,Missing,MnPrv,Missing,0,1,2008,WD,Normal,11.735276702486741,1560,37,37,35,0.0,1.0,1,0,1,0,0,1
61,20,RL,63.0,13072,Missing,3,3,Inside,2,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,Missing,0.0,3,3,PConc,4,3,1,5,941,1,0,217,1158,5,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,4,5,7,0,0,Detchd,2006.0,1,2,576,3,3,2,0,50,0,0,0,0,Missing,Missing,Missing,0,5,2006,New,Partial,11.970356641102999,2316,3,3,30,1.5,1.5,1,1,1,0,0,1
62,75,RM,60.0,7200,Missing,3,3,Inside,2,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,Missing,0.0,3,3,BrkTil,3,2,1,1,0,1,0,530,530,3,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,2,6,7,0,0,Detchd,1935.0,1,1,288,3,3,0,0,0,144,0,0,0,Missing,Missing,Missing,0,3,2007,WD,Normal,11.522885696764481,1641,88,12,35,0.0,1.0,1,0,1,0,0,1
63,120,RL,44.0,6442,Missing,2,3,Inside,2,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,6,24,1,0,1346,1370,5,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,4,Attchd,2006.0,2,2,484,3,3,2,120,49,0,0,0,0,Missing,Missing,Missing,0,10,2007,WD,Normal,12.218500103788143,2740,2,2,40,0.0,2.0,1,0,1,0,0,1
64,70,RM,50.0,10300,Missing,2,2,Inside,2,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,Missing,0.0,3,3,BrkTil,3,3,1,1,0,1,0,576,576,4,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,7,0,0,Detchd,1990.0,1,2,480,3,3,2,12,11,64,0,0,0,Missing,GdPrv,Missing,0,4,2010,WD,Normal,11.849404844423074,2286,90,61,42,0.0,2.0,1,0,1,0,0,1
65,60,RL,68.0,9375,Missing,3,3,Inside,2,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739,1,0,318,1057,5,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,0,Attchd,1998.0,2,2,645,3,3,2,576,36,0,0,0,0,Missing,GdPrv,Missing,0,2,2009,WD,Normal,12.299112067295642,3091,13,12,35,1.5,2.5,1,0,1,0,0,1
66,60,RL,76.0,9591,Missing,3,3,Inside,2,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0,1,0,1143,1143,5,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,4,9,7,1,4,BuiltIn,2004.0,2,3,852,3,3,2,192,151,0,0,0,0,Missing,Missing,Missing,0,10,2007,WD,Normal,12.666660207428574,3616,4,3,40,0.0,2.5,1,0,1,0,0,1
67,20,RL,68.0,19900,Missing,3,3,Inside,2,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,6,912,1,0,1035,1947,3,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,6,1,4,Attchd,1970.0,2,2,576,3,3,2,301,0,0,0,0,0,Missing,Missing,Missing,0,7,2010,WD,Normal,12.100717685412471,4154,41,22,35,1.5,2.0,1,0,1,0,0,1
68,20,RL,72.0,10665,Missing,2,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013,1,0,440,1453,5,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,4,7,7,0,0,Attchd,2003.0,2,2,558,3,3,2,144,29,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,12.328294703023394,2932,5,5,35,1.5,2.0,1,0,1,0,0,1
69,30,RM,47.0,4608,Missing,3,3,Corner,2,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,Missing,0.0,3,4,CBlock,3,3,1,1,0,1,0,747,747,3,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,7,0,0,Attchd,1945.0,1,1,220,3,3,2,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2010,WD,Normal,11.289794413577894,1494,66,61,24,0.0,1.0,1,0,1,0,0,1
70,50,RL,81.0,15593,Missing,3,3,Corner,2,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,Missing,0.0,4,3,CBlock,3,3,1,4,603,1,0,701,1304,3,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,7,1,3,Attchd,1953.0,3,2,667,3,3,2,0,21,114,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,12.323860125621126,3591,54,54,28,0.0,2.0,1,0,1,0,1,1
71,20,RL,95.0,13651,Missing,2,3,Inside,2,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,5,1880,1,0,343,2223,5,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,7,2,4,Attchd,1973.0,3,2,516,3,3,2,300,0,0,0,0,0,Missing,Missing,Missing,0,2,2007,WD,Normal,12.404927602627597,4446,35,35,42,1.5,2.0,1,0,1,0,0,1
72,20,RL,69.0,7599,Missing,3,3,Corner,2,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,Missing,0.0,3,3,CBlock,3,3,1,5,565,1,0,280,845,3,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,7,0,0,Detchd,1987.0,1,2,360,3,3,2,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,11.771443882099637,1690,26,2,24,1.5,1.0,1,0,1,0,1,1
73,60,RL,74.0,10141,Missing,2,3,Corner,2,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,1,0,1,0,832,832,4,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,7,1,3,Attchd,1998.0,3,2,427,3,3,2,0,94,0,0,291,0,Missing,Missing,Missing,0,12,2009,WD,Normal,12.128116509451258,2550,12,12,35,0.0,2.5,1,0,1,0,0,1
74,20,RL,85.0,10200,Missing,3,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320,4,362,404,1086,4,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,7,0,0,Attchd,1989.0,1,2,490,3,3,2,0,0,0,0,0,0,Missing,GdWo,Missing,0,5,2010,WD,Normal,11.88380602959621,2172,57,8,35,1.5,1.0,1,0,1,0,0,1
75,50,RM,60.0,5790,Missing,3,3,Corner,2,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,Missing,0.0,4,4,CBlock,2,3,1,1,0,1,0,840,840,4,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,7,0,0,Detchd,1915.0,1,1,379,3,3,2,0,0,202,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,11.58432477200052,2445,96,61,18,0.0,2.0,1,0,1,0,0,1
76,180,RM,21.0,1596,Missing,3,3,Inside,2,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,Missing,0.0,3,3,CBlock,4,3,4,6,462,1,0,0,462,3,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,7,0,0,BuiltIn,1973.0,1,1,297,3,3,2,120,101,0,0,0,0,Missing,GdWo,Missing,0,11,2009,WD,Normal,11.418625774449598,1450,37,37,20,1.5,1.0,1,0,1,0,1,1
77,20,RL,68.0,8475,Missing,2,3,Inside,2,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,Missing,0.0,3,3,CBlock,3,3,1,5,228,1,0,724,952,5,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,7,0,0,Detchd,1956.0,1,1,283,3,3,2,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2008,WD,Normal,11.818577604251555,1904,53,53,28,0.0,1.0,1,0,1,0,0,1
78,50,RM,50.0,8635,Missing,3,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,Missing,0.0,3,3,CBlock,3,3,1,4,336,6,41,295,672,3,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,6,0,0,Detchd,1948.0,1,1,240,3,3,2,0,0,0,0,0,0,Missing,MnPrv,Missing,0,1,2008,WD,Normal,11.751950239425476,1957,61,8,25,1.5,1.0,1,0,1,0,0,1
79,90,RL,72.0,10778,Missing,3,3,Inside,2,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,Missing,0.0,3,3,CBlock,3,3,1,1,0,1,0,1768,1768,3,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,7,0,0,None,1975.0,0,0,0,0,0,2,0,0,0,0,0,0,Missing,Missing,Missing,0,4,2010,WD,Normal,11.824087219587643,3536,43,43,20,0.0,2.0,1,0,0,0,0,1
80,50,RM,60.0,10440,Grvl,3,3,Corner,2,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,Missing,0.0,3,3,PConc,3,3,1,1,0,1,0,440,440,4,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,7,0,0,Detchd,1966.0,1,2,440,3,3,2,74,0,128,0,0,0,Missing,MnPrv,Missing,0,5,2009,WD,Normal,11.608244735642321,1670,100,29,30,0.0,1.5,1,0,1,0,0,1
81,60,RL,100.0,13000,Missing,3,3,Corner,2,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448,1,0,448,896,3,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,4,Attchd,1968.0,3,1,509,3,3,2,0,72,0,0,252,0,Missing,Missing,Missing,0,6,2009,WD,Normal,12.173037959397275,3038,42,42,36,0.0,2.5,1,0,1,0,0,1
82,120,RM,32.0,4500,Missing,3,3,FR2,2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5,4,1,6,1201,1,0,36,1237,5,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,0,Attchd,1998.0,3,2,405,3,3,2,0,199,0,0,0,0,Missing,Missing,Missing,0,3,2006,WD,Normal,11.941462360646149,2574,9,9,30,1.5,2.0,1,0,1,0,0,1
83,20,RL,78.0,10206,Missing,3,3,Inside,2,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,468.0,3,3,PConc,4,3,1,6,33,1,0,1530,1563,5,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,4,6,7,1,4,Attchd,2007.0,2,3,758,3,3,2,144,99,0,0,0,0,Missing,Missing,Missing,0,10,2008,WD,Normal,12.409017571151187,3126,2,2,40,0.0,2.0,1,0,1,0,0,1
84,20,RL,80.0,8892,Missing,2,3,Inside,2,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,BrkCmn,66.0,3,3,CBlock,3,3,1,1,0,1,0,1065,1065,4,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,0,Detchd,1974.0,1,2,461,3,3,2,74,0,0,0,0,0,Missing,Missing,Missing,0,7,2007,COD,Normal,11.748005492256807,2130,48,48,25,0.0,1.5,1,0,1,0,0,1
85,80,RL,68.0,8530,Missing,2,3,Inside,2,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,BrkFace,22.0,3,3,PConc,4,3,1,1,0,1,0,384,384,4,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,7,1,3,BuiltIn,1995.0,3,2,400,3,3,2,120,72,0,0,0,0,Missing,Missing,Shed,700,5,2009,WD,Normal,12.034696963475044,1858,15,14,35,0.0,2.5,1,0,1,0,0,1
86,60,RL,121.0,16059,Missing,3,3,Corner,2,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,BrkFace,284.0,4,3,CBlock,4,3,1,1,0,1,0,1288,1288,5,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,3,Attchd,1991.0,1,2,462,3,3,2,127,82,0,0,0,0,Missing,Missing,Missing,0,4,2006,WD,Normal,12.468440756144114,3705,16,15,40,0.0,2.5,1,0,1,0,0,1
87,60,RL,122.0,11911,Missing,1,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,Missing,0.0,4,3,PConc,4,3,3,1,0,1,0,684,684,5,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,4,6,7,1,4,BuiltIn,2005.0,3,2,400,3,3,2,100,38,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,12.066816325306588,2244,5,5,30,0.0,2.5,1,0,1,0,0,1
88,160,FV,40.0,3951,Pave,3,3,Corner,2,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76.0,4,3,PConc,4,3,3,1,0,1,0,612,612,5,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0,Detchd,2009.0,2,2,528,3,3,2,0,234,0,0,0,0,Missing,Missing,Missing,0,6,2009,New,Partial,12.010671928196443,1836,1,1,30,0.0,2.5,1,1,1,0,0,1
89,50,C (all),105.0,8470,Missing,2,3,Corner,2,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,Missing,0.0,2,2,CBlock,3,2,1,1,0,1,0,1013,1013,3,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,0,None,1974.0,0,0,0,0,0,0,0,0,156,0,0,0,Missing,MnPrv,Missing,0,10,2009,ConLD,Abnorml,11.350418300109132,2026,95,28,6,0.0,1.0,1,0,0,0,0,1
90,20,RL,60.0,8070,Missing,3,3,Inside,2,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,Missing,0.0,3,3,PConc,4,3,1,6,588,1,0,402,990,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,7,0,0,None,1972.0,0,0,0,0,0,2,0,0,0,0,0,0,Missing,Missing,Missing,0,8,2007,WD,Normal,11.724813914587886,1980,14,13,20,1.5,1.0,1,0,0,0,0,1
91,20,RL,60.0,7200,Missing,3,3,Inside,2,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,Missing,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,3,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,7,0,0,Detchd,1950.0,1,2,420,3,3,2,0,29,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,11.60733523953139,1040,57,57,20,0.0,1.0,0,0,1,0,1,1
92,20,RL,85.0,8500,Missing,3,3,Inside,2,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203.0,3,3,CBlock,3,3,1,3,600,1,0,635,1235,3,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,7,0,0,Attchd,1961.0,1,2,480,3,3,2,0,0,0,0,0,0,Missing,GdWo,Missing,0,12,2006,WD,Abnorml,11.498836682527127,2470,46,46,15,0.0,1.0,1,0,1,0,0,1
93,30,RL,80.0,13360,Grvl,2,1,Inside,2,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,Missing,0.0,3,4,BrkTil,4,3,1,5,713,1,0,163,876,5,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,7,0,0,Detchd,1921.0,1,2,432,3,3,2,0,0,44,0,0,0,Missing,Missing,Missing,0,8,2009,WD,Normal,12.004574385508691,1840,89,4,35,1.5,1.0,1,0,1,0,0,1
94,190,C (all),60.0,7200,Missing,3,3,Corner,2,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,Missing,0.0,3,3,BrkTil,3,2,2,3,1046,1,0,168,1214,5,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,7,1,4,Detchd,1900.0,1,2,506,3,3,2,0,0,0,0,99,0,Missing,Missing,Missing,0,11,2007,WD,Normal,11.804855999911272,3505,98,10,36,0.0,2.0,1,0,1,0,0,1
95,60,RL,69.0,9337,Missing,2,3,Inside,2,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,Missing,0.0,3,4,PConc,4,3,1,6,648,1,0,176,824,5,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,4,7,7,0,0,Attchd,1997.0,2,2,684,3,3,2,0,162,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,12.229549885708273,2610,11,11,30,1.5,2.5,1,0,1,0,0,1
96,60,RL,68.0,9765,Missing,1,3,Corner,2,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68.0,5,4,PConc,4,4,1,5,310,1,0,370,680,4,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,7,1,3,BuiltIn,1993.0,3,2,420,3,3,2,232,63,0,0,0,0,Missing,Missing,Shed,480,4,2009,WD,Normal,12.128116509451258,2150,17,17,48,0.0,2.5,1,0,1,0,0,1
97,20,RL,78.0,10264,Missing,2,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4,3,3,5,1162,1,0,426,1588,5,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,4,6,7,0,0,Attchd,1999.0,2,2,472,3,3,2,158,29,0,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Normal,12.273735966890268,3176,8,8,35,0.0,2.0,1,0,1,0,0,1
98,20,RL,73.0,10921,Missing,3,1,Inside,2,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48.0,3,3,CBlock,3,3,1,3,520,1,0,440,960,3,Y,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,7,0,0,Attchd,1965.0,3,1,432,3,3,1,120,0,0,0,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,11.459007676978688,1920,43,43,20,1.5,1.0,1,0,1,0,0,1
99,30,RL,85.0,10625,Missing,3,3,Corner,2,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,Missing,0.0,3,3,BrkTil,3,3,1,5,108,1,0,350,458,2,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,7,0,0,Basment,1920.0,1,1,366,2,3,2,0,0,77,0,0,0,Missing,Missing,Shed,400,5,2010,COD,Abnorml,11.326607934898927,1293,91,61,25,0.0,1.0,1,0,1,0,0,1
100,20,RL,77.0,9320,Missing,2,3,Inside,2,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,Missing,0.0,3,3,CBlock,3,3,1,5,569,1,0,381,950,2,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,7,0,0,None,1975.0,0,0,0,0,0,2,352,0,0,0,0,0,Missing,Missing,Shed,400,1,2010,WD,Normal,11.767187766223199,2175,52,52,20,1.5,1.5,1,0,0,0,0,1
