Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,QualCond,GrLivArea_squared,TotalBsmtSF_squared,1stFlrSF_squared,GarageArea_squared,TotRmsAbvGrd_squared,OverallQual_squared,ExterQual_squared,KitchenQual_squared,GarageCars_squared,BsmtQual_squared,HeatingQC_squared,HouseAge_squared
50,20,RL,66.0,7742,3,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,0.0,,3,CBlock,,3.0,1.0,4.0,763,1.0,0,192,955,,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,,6,7,0,,Attchd,1966.0,1.0,1,386,3.0,3.0,2,0,0,0,0,0,0,0,1,2007,WD,Normal,11.751950239425476,1910,41,35,912025,912025,912025,148996,36,25,0.0,0.0,1,0.0,0.0,1681
51,60,RL,68.0,13869,1,3,Corner,2,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,Gable,VinylSd,VinylSd,0.0,,3,PConc,,3.0,3.0,6.0,182,1.0,0,612,794,,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,,6,7,0,,Attchd,1997.0,3.0,2,388,3.0,3.0,2,0,75,0,0,0,0,0,7,2007,WD,Normal,12.083910661257521,2264,10,36,2160900,630436,630436,150544,36,36,0.0,0.0,4,0.0,0.0,100
52,50,RM,52.0,6240,3,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,0.0,,3,PConc,,3.0,1.0,1.0,0,1.0,0,816,816,,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,,6,7,1,4.0,Detchd,1985.0,1.0,2,528,3.0,3.0,2,112,0,0,0,0,0,400,9,2006,WD,Normal,11.648338835562747,1632,72,36,1382976,665856,665856,278784,36,36,0.0,0.0,4,0.0,0.0,5184
53,90,RM,110.0,8472,1,2,Corner,1,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,0.0,,3,CBlock,,3.0,4.0,2.0,104,6.0,712,0,816,,N,SBrkr,816,0,0,816,1,0,1,0,2,1,,5,7,0,,CarPort,1963.0,1.0,2,516,3.0,3.0,2,106,0,0,0,0,0,0,5,2010,WD,Normal,11.608244735642321,1632,47,25,665856,665856,665856,266256,25,25,0.0,0.0,4,0.0,0.0,2209
54,20,RL,68.0,50271,2,0,Inside,2,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,0.0,,3,CBlock,,3.0,4.0,6.0,1810,1.0,0,32,1842,,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,,5,7,1,4.0,Attchd,1981.0,3.0,3,894,3.0,3.0,2,857,72,0,0,0,0,0,11,2006,WD,Normal,12.861001210669146,3684,25,45,3392964,3392964,3392964,799236,25,81,0.0,0.0,9,0.0,0.0,625
55,80,RL,60.0,7134,3,2,Inside,1,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,0.0,,3,CBlock,,3.0,1.0,5.0,384,1.0,0,0,384,,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,,6,6,1,3.0,Detchd,1962.0,1.0,2,572,3.0,3.0,2,0,50,0,0,0,0,0,2,2007,WD,Normal,11.775297421715827,1744,52,25,1849600,147456,1849600,327184,36,25,0.0,0.0,4,0.0,0.0,2704
56,20,RL,100.0,10175,2,3,Inside,2,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,272.0,,3,CBlock,,3.0,1.0,4.0,490,1.0,0,935,1425,,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,,7,7,1,4.0,Attchd,1964.0,2.0,2,576,3.0,3.0,2,0,0,0,407,0,0,0,7,2008,WD,Normal,12.103491596905931,2850,44,30,2030625,2030625,2030625,331776,49,36,0.0,0.0,4,0.0,0.0,1936
57,160,FV,24.0,2645,3,3,Inside,2,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,456.0,,3,PConc,,3.0,1.0,6.0,649,1.0,0,321,970,,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,,7,7,0,,Attchd,1999.0,3.0,2,480,3.0,3.0,2,115,0,0,0,0,0,0,8,2009,WD,Abnorml,12.058158312538197,2709,10,40,3024121,940900,966289,230400,49,64,0.0,0.0,4,0.0,0.0,100
58,60,RL,89.0,11645,2,3,Corner,2,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,0.0,,3,PConc,,3.0,1.0,1.0,0,1.0,0,860,860,,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,,7,7,0,,Attchd,2004.0,2.0,2,565,3.0,3.0,2,0,70,0,0,0,0,0,8,2006,WD,Normal,12.188422799337028,2580,2,35,2958400,739600,739600,319225,49,49,0.0,0.0,4,0.0,0.0,4
59,60,RL,66.0,13682,1,1,CulDSac,2,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,1031.0,,3,PConc,,3.0,4.0,1.0,0,1.0,0,1410,1410,,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,,10,7,1,4.0,BuiltIn,2006.0,3.0,3,641,3.0,3.0,2,192,0,37,0,0,0,0,10,2006,New,Partial,12.991755706536901,4355,0,50,8673025,1988100,2033476,410881,100,100,0.0,0.0,9,0.0,0.0,0
60,20,RL,60.0,7200,3,2,Inside,2,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,0.0,,3,CBlock,,3.0,3.0,5.0,632,1.0,0,148,780,,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,,4,7,0,,Detchd,1973.0,1.0,1,352,3.0,3.0,2,196,0,0,0,0,0,0,1,2008,WD,Normal,11.735276702486741,1560,36,35,608400,608400,608400,123904,16,25,0.0,0.0,1,0.0,0.0,1296
61,20,RL,63.0,13072,3,3,Inside,2,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,0.0,,3,PConc,,3.0,1.0,5.0,941,1.0,0,217,1158,,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,,5,7,0,,Detchd,2006.0,1.0,2,576,3.0,3.0,2,0,50,0,0,0,0,0,5,2006,New,Partial,11.970356641102999,2316,2,30,1340964,1340964,1340964,331776,25,36,0.0,0.0,4,0.0,0.0,4
62,75,RM,60.0,7200,3,3,Inside,2,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,0.0,,3,BrkTil,,2.0,1.0,1.0,0,1.0,0,530,530,,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,,6,7,0,,Detchd,1935.0,1.0,1,288,3.0,3.0,0,0,0,144,0,0,0,0,3,2007,WD,Normal,11.522885696764481,1641,87,35,1234321,280900,337561,82944,36,25,0.0,0.0,1,0.0,0.0,7569
63,120,RL,44.0,6442,2,3,Inside,2,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,178.0,,3,PConc,,4.0,2.0,6.0,24,1.0,0,1346,1370,,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,,6,7,1,4.0,Attchd,2006.0,2.0,2,484,3.0,3.0,2,120,49,0,0,0,0,0,10,2007,WD,Normal,12.218500103788143,2740,1,40,1876900,1876900,1876900,234256,36,64,0.0,0.0,4,0.0,0.0,1
64,70,RM,50.0,10300,2,2,Inside,2,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,0.0,,3,BrkTil,,3.0,1.0,1.0,0,1.0,0,576,576,,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,,9,7,0,,Detchd,1990.0,1.0,2,480,3.0,3.0,2,12,11,64,0,0,0,0,4,2010,WD,Normal,11.849404844423074,2286,89,42,2924100,331776,813604,230400,81,49,0.0,0.0,4,0.0,0.0,7921
65,60,RL,68.0,9375,3,3,Inside,2,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,573.0,,3,PConc,,3.0,1.0,6.0,739,1.0,0,318,1057,,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,,8,7,0,,Attchd,1998.0,2.0,2,645,3.0,3.0,2,576,36,0,0,0,0,0,2,2009,WD,Normal,12.299112067295642,3091,12,35,4137156,1117249,1117249,416025,64,49,0.0,0.0,4,0.0,0.0,144
66,60,RL,76.0,9591,3,3,Inside,2,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,344.0,,3,PConc,,3.0,3.0,1.0,0,1.0,0,1143,1143,,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,,9,7,1,4.0,BuiltIn,2004.0,2.0,3,852,3.0,3.0,2,192,151,0,0,0,0,0,10,2007,WD,Normal,12.666660207428574,3616,3,40,6115729,1306449,1306449,725904,81,64,0.0,0.0,9,0.0,0.0,9
67,20,RL,68.0,19900,3,3,Inside,2,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,287.0,,3,CBlock,,3.0,4.0,6.0,912,1.0,0,1035,1947,,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,,7,6,1,4.0,Attchd,1970.0,2.0,2,576,3.0,3.0,2,301,0,0,0,0,0,0,7,2010,WD,Normal,12.100717685412471,4154,40,35,4870849,3790809,4870849,331776,49,49,0.0,0.0,4,0.0,0.0,1600
68,20,RL,72.0,10665,2,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,167.0,,3,PConc,,3.0,3.0,6.0,1013,1.0,0,440,1453,,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,,7,7,0,,Attchd,2003.0,2.0,2,558,3.0,3.0,2,144,29,0,0,0,0,0,6,2007,WD,Normal,12.328294703023394,2932,4,35,2187441,2111209,2187441,311364,49,49,0.0,0.0,4,0.0,0.0,16
69,30,RM,47.0,4608,3,3,Corner,2,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,0.0,,4,CBlock,,3.0,1.0,1.0,0,1.0,0,747,747,,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,,4,7,0,,Attchd,1945.0,1.0,1,220,3.0,3.0,2,0,0,0,0,0,0,0,6,2010,WD,Normal,11.289794413577894,1494,65,24,558009,558009,558009,48400,16,16,0.0,0.0,1,0.0,0.0,4225
70,50,RL,81.0,15593,3,3,Corner,2,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,0.0,,3,CBlock,,3.0,1.0,4.0,603,1.0,0,701,1304,,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,,7,7,1,3.0,Attchd,1953.0,3.0,2,667,3.0,3.0,2,0,21,114,0,0,0,0,7,2006,WD,Normal,12.323860125621126,3591,53,28,5230369,1700416,1700416,444889,49,49,0.0,0.0,4,0.0,0.0,2809
71,20,RL,95.0,13651,2,3,Inside,2,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,1115.0,,4,CBlock,,3.0,4.0,5.0,1880,1.0,0,343,2223,,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,,8,7,2,4.0,Attchd,1973.0,3.0,2,516,3.0,3.0,2,300,0,0,0,0,0,0,2,2007,WD,Normal,12.404927602627597,4446,34,42,4941729,4941729,4941729,266256,64,49,0.0,0.0,4,0.0,0.0,1156
72,20,RL,69.0,7599,3,3,Corner,2,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,0.0,,3,CBlock,,3.0,1.0,5.0,565,1.0,0,280,845,,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,,4,7,0,,Detchd,1987.0,1.0,2,360,3.0,3.0,2,0,0,0,0,0,0,0,6,2007,WD,Normal,11.771443882099637,1690,25,24,714025,714025,714025,129600,16,16,0.0,0.0,4,0.0,0.0,625
73,60,RL,74.0,10141,2,3,Corner,2,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,40.0,,3,PConc,,3.0,1.0,1.0,0,1.0,0,832,832,,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,,7,7,1,3.0,Attchd,1998.0,3.0,2,427,3.0,3.0,2,0,94,0,0,291,0,0,12,2009,WD,Normal,12.128116509451258,2550,11,35,2951524,692224,783225,182329,49,49,0.0,0.0,4,0.0,0.0,121
74,20,RL,85.0,10200,3,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,104.0,,3,CBlock,,3.0,1.0,5.0,320,4.0,362,404,1086,,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,,6,7,0,,Attchd,1989.0,1.0,2,490,3.0,3.0,2,0,0,0,0,0,0,0,5,2010,WD,Normal,11.88380602959621,2172,56,35,1179396,1179396,1179396,240100,36,25,0.0,0.0,4,0.0,0.0,3136
75,50,RM,60.0,5790,3,3,Corner,2,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,0.0,,4,CBlock,,3.0,1.0,1.0,0,1.0,0,840,840,,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,,8,7,0,,Detchd,1915.0,1.0,1,379,3.0,3.0,2,0,0,202,0,0,0,0,5,2010,WD,Normal,11.58432477200052,2445,95,18,2576025,705600,705600,143641,64,9,0.0,0.0,1,0.0,0.0,9025
76,180,RM,21.0,1596,3,3,Inside,2,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,0.0,,3,CBlock,,3.0,4.0,6.0,462,1.0,0,0,462,,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,,5,7,0,,BuiltIn,1973.0,1.0,1,297,3.0,3.0,2,120,101,0,0,0,0,0,11,2009,WD,Normal,11.418625774449598,1450,36,20,976144,213444,276676,88209,25,16,0.0,0.0,1,0.0,0.0,1296
77,20,RL,68.0,8475,2,3,Inside,2,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,0.0,,3,CBlock,,3.0,1.0,5.0,228,1.0,0,724,952,,Y,FuseA,952,0,0,952,0,0,1,0,2,1,,4,7,0,,Detchd,1956.0,1.0,1,283,3.0,3.0,2,0,0,0,0,0,0,0,4,2008,WD,Normal,11.818577604251555,1904,52,28,906304,906304,906304,80089,16,16,0.0,0.0,1,0.0,0.0,2704
78,50,RM,50.0,8635,3,3,Inside,2,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,0.0,,3,CBlock,,3.0,1.0,4.0,336,6.0,41,295,672,,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,,6,6,0,,Detchd,1948.0,1.0,1,240,3.0,3.0,2,0,0,0,0,0,0,0,1,2008,WD,Normal,11.751950239425476,1957,60,25,1651225,451584,1149184,57600,36,25,0.0,0.0,1,0.0,0.0,3600
79,90,RL,72.0,10778,3,3,Inside,2,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,0.0,,3,CBlock,,3.0,1.0,1.0,0,1.0,0,1768,1768,,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,,8,7,0,,Missing,1975.0,,0,0,,,2,0,0,0,0,0,0,0,4,2010,WD,Normal,11.824087219587643,3536,42,20,3125824,3125824,3125824,0,64,16,0.0,0.0,0,0.0,0.0,1764
80,50,RM,60.0,10440,3,3,Corner,2,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,0.0,,3,PConc,,3.0,1.0,1.0,0,1.0,0,440,440,,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,,5,7,0,,Detchd,1966.0,1.0,2,440,3.0,3.0,2,74,0,128,0,0,0,0,5,2009,WD,Normal,11.608244735642321,1670,99,30,1512900,193600,465124,193600,25,25,0.0,0.0,4,0.0,0.0,9801
81,60,RL,100.0,13000,3,3,Corner,2,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,576.0,,4,CBlock,,3.0,1.0,3.0,448,1.0,0,448,896,,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,,8,7,1,4.0,Attchd,1968.0,3.0,1,509,3.0,3.0,2,0,72,0,0,252,0,0,6,2009,WD,Normal,12.173037959397275,3038,41,36,4588164,802816,1397124,259081,64,36,0.0,0.0,1,0.0,0.0,1681
82,120,RM,32.0,4500,3,3,FR2,2,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,443.0,,4,PConc,,4.0,1.0,6.0,1201,1.0,0,36,1237,,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,,5,7,0,,Attchd,1998.0,3.0,2,405,3.0,3.0,2,0,199,0,0,0,0,0,3,2006,WD,Normal,11.941462360646149,2574,8,30,1787569,1530169,1787569,164025,25,36,0.0,0.0,4,0.0,0.0,64
83,20,RL,78.0,10206,3,3,Inside,2,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,468.0,,3,PConc,,3.0,1.0,6.0,33,1.0,0,1530,1563,,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,,6,7,1,4.0,Attchd,2007.0,2.0,3,758,3.0,3.0,2,144,99,0,0,0,0,0,10,2008,WD,Normal,12.409017571151187,3126,1,40,2442969,2442969,2442969,574564,36,64,0.0,0.0,9,0.0,0.0,1
84,20,RL,80.0,8892,2,3,Inside,2,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,66.0,,3,CBlock,,3.0,1.0,1.0,0,1.0,0,1065,1065,,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,,6,7,0,,Detchd,1974.0,1.0,2,461,3.0,3.0,2,74,0,0,0,0,0,0,7,2007,COD,Normal,11.748005492256807,2130,47,25,1134225,1134225,1134225,212521,36,25,0.0,0.0,4,0.0,0.0,2209
85,80,RL,68.0,8530,2,3,Inside,2,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,22.0,,3,PConc,,3.0,1.0,1.0,0,1.0,0,384,384,,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,,7,7,1,3.0,BuiltIn,1995.0,3.0,2,400,3.0,3.0,2,120,72,0,0,0,0,700,5,2009,WD,Normal,12.034696963475044,1858,14,35,2172676,147456,646416,160000,49,49,0.0,0.0,4,0.0,0.0,196
86,60,RL,121.0,16059,3,3,Corner,2,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,284.0,,3,CBlock,,3.0,1.0,1.0,0,1.0,0,1288,1288,,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,,9,7,1,3.0,Attchd,1991.0,1.0,2,462,3.0,3.0,2,127,82,0,0,0,0,0,4,2006,WD,Normal,12.468440756144114,3705,15,40,5841889,1658944,1692601,213444,81,64,0.0,0.0,4,0.0,0.0,225
87,60,RL,122.0,11911,1,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,,3,PConc,,3.0,3.0,1.0,0,1.0,0,684,684,,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,,6,7,1,4.0,BuiltIn,2005.0,3.0,2,400,3.0,3.0,2,100,38,0,0,0,0,0,3,2009,WD,Normal,12.066816325306588,2244,4,30,2433600,467856,467856,160000,36,36,0.0,0.0,4,0.0,0.0,16
88,160,FV,40.0,3951,3,3,Corner,2,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,76.0,,3,PConc,,3.0,3.0,1.0,0,1.0,0,612,612,,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,,4,7,0,,Detchd,2009.0,2.0,2,528,3.0,3.0,2,0,234,0,0,0,0,0,6,2009,New,Partial,12.010671928196443,1836,0,30,1498176,374544,374544,278784,16,36,0.0,0.0,4,0.0,0.0,0
89,50,C (all),105.0,8470,2,3,Corner,2,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,0.0,,2,CBlock,,2.0,1.0,1.0,0,1.0,0,1013,1013,,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,,6,7,0,,Missing,1974.0,,0,0,,,0,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,11.350418300109132,2026,94,6,2328676,1026169,1026169,0,36,9,0.0,0.0,0,0.0,0.0,8836
90,20,RL,60.0,8070,3,3,Inside,2,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,0.0,,3,PConc,,3.0,1.0,6.0,588,1.0,0,402,990,,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,,5,7,0,,Missing,1972.0,,0,0,,,2,0,0,0,0,0,0,0,8,2007,WD,Normal,11.724813914587886,1980,13,20,980100,980100,980100,0,25,16,0.0,0.0,0,0.0,0.0,169
91,20,RL,60.0,7200,3,3,Inside,2,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,0.0,,3,Slab,,,,,0,,0,0,0,,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,,4,7,0,,Detchd,1950.0,1.0,2,420,3.0,3.0,2,0,29,0,0,0,0,0,7,2006,WD,Normal,11.60733523953139,1040,56,20,1081600,0,1081600,176400,16,16,0.0,0.0,4,0.0,0.0,3136
92,20,RL,85.0,8500,3,3,Inside,2,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,203.0,,3,CBlock,,3.0,1.0,3.0,600,1.0,0,635,1235,,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,,6,7,0,,Attchd,1961.0,1.0,2,480,3.0,3.0,2,0,0,0,0,0,0,0,12,2006,WD,Abnorml,11.498836682527127,2470,45,15,1525225,1525225,1525225,230400,36,25,0.0,0.0,4,0.0,0.0,2025
93,30,RL,80.0,13360,2,1,Inside,2,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,0.0,,4,BrkTil,,3.0,1.0,5.0,713,1.0,0,163,876,,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,,5,7,0,,Detchd,1921.0,1.0,2,432,3.0,3.0,2,0,0,44,0,0,0,0,8,2009,WD,Normal,12.004574385508691,1840,88,35,929296,767376,929296,186624,25,25,0.0,0.0,4,0.0,0.0,7744
94,190,C (all),60.0,7200,3,3,Corner,2,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,0.0,,3,BrkTil,,2.0,2.0,3.0,1046,1.0,0,168,1214,,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,,9,7,1,4.0,Detchd,1900.0,1.0,2,506,3.0,3.0,2,0,0,0,0,99,0,0,11,2007,WD,Normal,11.804855999911272,3505,97,36,5248681,1473796,1587600,256036,81,36,0.0,0.0,4,0.0,0.0,9409
95,60,RL,69.0,9337,2,3,Inside,2,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,,4,PConc,,3.0,1.0,6.0,648,1.0,0,176,824,,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,,7,7,0,,Attchd,1997.0,2.0,2,684,3.0,3.0,2,0,162,0,0,0,0,0,5,2007,WD,Normal,12.229549885708273,2610,10,30,3189796,678976,819025,467856,49,36,0.0,0.0,4,0.0,0.0,100
96,60,RL,68.0,9765,1,3,Corner,2,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,68.0,,4,PConc,,4.0,1.0,5.0,310,1.0,0,370,680,,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,,6,7,1,3.0,BuiltIn,1993.0,3.0,2,420,3.0,3.0,2,232,63,0,0,0,0,480,4,2009,WD,Normal,12.128116509451258,2150,16,48,2160900,462400,462400,176400,36,36,0.0,0.0,4,0.0,0.0,256
97,20,RL,78.0,10264,2,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,183.0,,3,PConc,,3.0,3.0,5.0,1162,1.0,0,426,1588,,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,,6,7,0,,Attchd,1999.0,2.0,2,472,3.0,3.0,2,158,29,0,0,0,0,0,8,2006,WD,Normal,12.273735966890268,3176,7,35,2521744,2521744,2521744,222784,36,49,0.0,0.0,4,0.0,0.0,49
98,20,RL,73.0,10921,3,1,Inside,2,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,48.0,,3,CBlock,,3.0,1.0,3.0,520,1.0,0,440,960,,Y,FuseF,960,0,0,960,1,0,1,0,3,1,,6,7,0,,Attchd,1965.0,3.0,1,432,3.0,3.0,1,120,0,0,0,0,0,0,5,2007,WD,Normal,11.459007676978688,1920,42,20,921600,921600,921600,186624,36,16,0.0,0.0,1,0.0,0.0,1764
99,30,RL,85.0,10625,3,3,Corner,2,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,0.0,,3,BrkTil,,3.0,1.0,5.0,108,1.0,0,350,458,,N,SBrkr,835,0,0,835,0,0,1,0,2,1,,5,7,0,,Basment,1920.0,1.0,1,366,2.0,3.0,2,0,0,77,0,0,0,400,5,2010,COD,Abnorml,11.326607934898927,1293,90,25,697225,209764,697225,133956,25,25,0.0,0.0,1,0.0,0.0,8100
100,20,RL,77.0,9320,2,3,Inside,2,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,0.0,,3,CBlock,,3.0,1.0,5.0,569,1.0,0,381,950,,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,,6,7,0,,Missing,1975.0,,0,0,,,2,352,0,0,0,0,0,400,1,2010,WD,Normal,11.767187766223199,2175,51,20,1500625,902500,1500625,0,36,16,0.0,0.0,0,0.0,0.0,2601
