Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,YearsSinceRemodel,QualCond,TotalBsmtBath,TotalBath,HasBasement,IsHomeNew,HasGarage,HasSecondGarage,MultipleExteriorMaterials,HasMasonryVeneer
50,20,RL,66.0,7742,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,7,1966,1966,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,BLQ,763,Unf,0,192,955,Ex,Y,SBrkr,955,0,0,955,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1966.0,Unf,1,386,TA,TA,Y,0,0,0,0,0,0,0,1,2007,WD,Normal,2.5456842198621934,1910,42,42,35,1.5,1.0,1,0,1,0,0,1
51,60,RL,68.0,13869,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,6,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,182,Unf,0,612,794,Gd,Y,SBrkr,794,676,0,1470,0,1,2,0,3,1,TA,6,Typ,0,None,Attchd,1997.0,Fin,2,388,TA,TA,Y,0,75,0,0,0,0,0,7,2007,WD,Normal,2.5713832815618387,2264,11,11,36,0.0,2.0,1,0,1,0,0,1
52,50,RM,52.0,6240,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,816,816,TA,Y,SBrkr,816,0,360,1176,0,0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,2,528,TA,TA,Y,112,0,0,0,0,0,400,9,2006,WD,Normal,2.5375258892038333,1632,73,57,36,0.0,1.0,1,0,1,0,0,1
53,90,RM,110.0,8472,IR2,Bnk,Corner,Mod,IDOTRR,RRNn,Duplex,1Story,5,5,1963,1963,Gable,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,104,GLQ,712,0,816,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,5,Typ,0,None,CarPort,1963.0,Unf,2,516,TA,TA,Y,106,0,0,0,0,0,0,5,2010,WD,Normal,2.534350944066273,1632,48,48,25,1.5,1.0,1,0,1,0,0,1
54,20,RL,68.0,50271,IR1,Low,Inside,Gtl,Veenker,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShing,Wd Shng,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,1810,Unf,0,32,1842,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,Gd,5,Typ,1,Gd,Attchd,1981.0,Fin,3,894,TA,TA,Y,857,72,0,0,0,0,0,11,2006,WD,Normal,2.6290792285747764,3684,26,20,45,3.0,0.5,1,0,1,0,1,1
55,80,RL,60.0,7134,Reg,Bnk,Inside,Mod,NAmes,Norm,1Fam,SLvl,5,5,1955,1955,Gable,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,384,Unf,0,0,384,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,TA,6,Min1,1,TA,Detchd,1962.0,Unf,2,572,TA,TA,Y,0,50,0,0,0,0,0,2,2007,WD,Normal,2.5475134173620706,1744,53,53,25,0.0,1.0,1,0,1,0,0,1
56,20,RL,100.0,10175,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1964,1964,Gable,HdBoard,Plywood,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490,Unf,0,935,1425,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1964.0,RFn,2,576,TA,TA,Y,0,0,0,407,0,0,0,7,2008,WD,Normal,2.5728787288081554,2850,45,45,30,0.0,2.0,1,0,1,0,1,1
57,160,FV,24.0,2645,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,5,1999,2000,Gable,MetalSd,MetalSd,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,649,Unf,0,321,970,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1999.0,Fin,2,480,TA,TA,Y,115,0,0,0,0,0,0,8,2009,WD,Abnorml,2.5694130964877173,2709,11,10,40,1.5,2.5,1,0,1,0,0,1
58,60,RL,89.0,11645,IR1,Lvl,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,860,860,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2,565,TA,TA,Y,0,70,0,0,0,0,0,8,2006,WD,Normal,2.579339384093305,2580,3,3,35,0.0,2.5,1,0,1,0,0,1
59,60,RL,66.0,13682,IR2,HLS,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,10,5,2006,2006,Hip,VinylSd,VinylSd,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3,641,TA,TA,Y,192,0,37,0,0,0,0,10,2006,New,Partial,2.638468278053941,4355,1,1,50,0.0,3.5,1,1,1,0,0,1
60,20,RL,60.0,7200,Reg,Bnk,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,632,Unf,0,148,780,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1973.0,Unf,1,352,TA,TA,Y,196,0,0,0,0,0,0,1,2008,WD,Normal,2.544375835913221,1560,37,37,35,0.0,1.0,1,0,1,0,0,1
61,20,RL,63.0,13072,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,ALQ,941,Unf,0,217,1158,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,Gd,5,Typ,0,None,Detchd,2006.0,Unf,2,576,TA,TA,Y,0,50,0,0,0,0,0,5,2006,New,Partial,2.5626664953368135,2316,3,3,30,1.5,1.5,1,1,1,0,0,1
62,75,RM,60.0,7200,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,530,530,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,Fa,6,Typ,0,None,Detchd,1935.0,Unf,1,288,TA,TA,N,0,0,144,0,0,0,0,3,2007,WD,Normal,2.527557826075933,1641,88,12,35,0.0,1.0,1,0,1,0,0,1
63,120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24,Unf,0,1346,1370,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2,484,TA,TA,Y,120,49,0,0,0,0,0,10,2007,WD,Normal,2.58161737138989,2740,2,2,40,0.0,2.0,1,0,1,0,0,1
64,70,RM,50.0,10300,IR1,Bnk,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,6,1921,1950,Gable,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,576,576,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,TA,9,Typ,0,None,Detchd,1990.0,Unf,2,480,TA,TA,Y,12,11,64,0,0,0,0,4,2010,WD,Normal,2.5532974946595286,2286,90,61,42,0.0,2.0,1,0,1,0,0,1
65,60,RL,68.0,9375,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,5,1997,1998,Gable,VinylSd,VinylSd,573.0,TA,TA,PConc,Gd,TA,No,GLQ,739,Unf,0,318,1057,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,Gd,8,Typ,0,None,Attchd,1998.0,RFn,2,645,TA,TA,Y,576,36,0,0,0,0,0,2,2009,WD,Normal,2.5876972711415656,3091,13,12,35,1.5,2.5,1,0,1,0,0,1
66,60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2004,2005,Gable,VinylSd,VinylSd,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,0,10,2007,WD,Normal,2.614959305408909,3616,4,3,40,0.0,2.5,1,0,1,0,0,1
67,20,RL,68.0,19900,Reg,Lvl,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,5,1970,1989,Gable,Plywood,Plywood,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,912,Unf,0,1035,1947,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,TA,7,Min1,1,Gd,Attchd,1970.0,RFn,2,576,TA,TA,Y,301,0,0,0,0,0,0,7,2010,WD,Normal,2.5726670138524446,4154,41,22,35,1.5,2.0,1,0,1,0,0,1
68,20,RL,72.0,10665,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1013,Unf,0,440,1453,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2003.0,RFn,2,558,TA,TA,Y,144,29,0,0,0,0,0,6,2007,WD,Normal,2.589889196751413,2932,5,5,35,1.5,2.0,1,0,1,0,0,1
69,30,RM,47.0,4608,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,6,1945,1950,Gable,MetalSd,MetalSd,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,747,747,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,TA,4,Typ,0,None,Attchd,1945.0,Unf,1,220,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,2.5087691954948155,1494,66,61,24,0.0,1.0,1,0,1,0,0,1
70,50,RL,81.0,15593,Reg,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,BrkFace,AsbShng,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,603,Unf,0,701,1304,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1953.0,Fin,2,667,TA,TA,Y,0,21,114,0,0,0,0,7,2006,WD,Normal,2.5895564223493652,3591,54,54,28,0.0,2.0,1,0,1,0,1,1
71,20,RL,95.0,13651,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,6,1973,1973,Gable,Plywood,Plywood,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,1880,Unf,0,343,2223,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973.0,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,0,2,2007,WD,Normal,2.595622370899567,4446,35,35,42,1.5,2.0,1,0,1,0,0,1
72,20,RL,69.0,7599,Reg,Lvl,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,6,1982,2006,Gable,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565,Unf,0,280,845,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1987.0,Unf,2,360,TA,TA,Y,0,0,0,0,0,0,0,6,2007,WD,Normal,2.5472117319455556,1690,26,2,24,1.5,1.0,1,0,1,0,1,1
73,60,RL,74.0,10141,IR1,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,5,1998,1998,Gable,VinylSd,VinylSd,40.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,832,832,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1998.0,Fin,2,427,TA,TA,Y,0,94,0,0,291,0,0,12,2009,WD,Normal,2.5747562286304357,2550,12,12,35,0.0,2.5,1,0,1,0,0,1
74,20,RL,85.0,10200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,7,1954,2003,Gable,Wd Sdng,Wd Sdng,104.0,TA,TA,CBlock,TA,TA,No,ALQ,320,BLQ,362,404,1086,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1989.0,Unf,2,490,TA,TA,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,2.555971176217173,2172,57,8,35,1.5,1.0,1,0,1,0,0,1
75,50,RM,60.0,5790,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,VinylSd,VinylSd,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,840,840,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,TA,8,Typ,0,None,Detchd,1915.0,Unf,1,379,TA,TA,Y,0,0,202,0,0,0,0,5,2010,WD,Normal,2.5324519737510243,2445,96,61,18,0.0,2.0,1,0,1,0,0,1
76,180,RM,21.0,1596,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CemntBd,CmentBd,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,462,Unf,0,0,462,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,TA,5,Typ,0,None,BuiltIn,1973.0,Unf,1,297,TA,TA,Y,120,101,0,0,0,0,0,11,2009,WD,Normal,2.519197424204011,1450,37,37,20,1.5,1.0,1,0,1,0,1,1
77,20,RL,68.0,8475,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,7,1956,1956,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228,Unf,0,724,952,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1956.0,Unf,1,283,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Normal,2.5508954940305415,1904,53,53,28,0.0,1.0,1,0,1,0,0,1
78,50,RM,50.0,8635,Reg,Lvl,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,TA,6,Min1,0,None,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,1,2008,WD,Normal,2.5456842198621934,1957,61,8,25,1.5,1.0,1,0,1,0,0,1
79,90,RL,72.0,10778,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,5,1968,1968,Hip,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1768,1768,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,TA,8,Typ,0,None,None,1975.0,None,0,0,None,None,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,2.5513252165620117,3536,43,43,20,0.0,2.0,1,0,0,0,0,1
80,50,RM,60.0,10440,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,6,1910,1981,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,440,440,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,TA,5,Typ,0,None,Detchd,1966.0,Unf,2,440,TA,TA,Y,74,0,128,0,0,0,0,5,2009,WD,Normal,2.534350944066273,1670,100,29,30,0.0,1.5,1,0,1,0,0,1
81,60,RL,100.0,13000,Reg,Lvl,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,6,1968,1968,Gable,VinylSd,VinylSd,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,448,Unf,0,448,896,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,Gd,8,Typ,1,Gd,Attchd,1968.0,Fin,1,509,TA,TA,Y,0,72,0,0,252,0,0,6,2009,WD,Normal,2.5781721618496474,3038,42,42,36,0.0,2.5,1,0,1,0,0,1
82,120,RM,32.0,4500,Reg,Lvl,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,VinylSd,VinylSd,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,1201,Unf,0,36,1237,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,1998.0,Fin,2,405,TA,TA,Y,0,199,0,0,0,0,0,3,2006,WD,Normal,2.5604362935566067,2574,9,9,30,1.5,2.0,1,0,1,0,0,1
83,20,RL,78.0,10206,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,468.0,TA,TA,PConc,Gd,TA,No,GLQ,33,Unf,0,1530,1563,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3,758,TA,TA,Y,144,99,0,0,0,0,0,10,2008,WD,Normal,2.5959274336964664,3126,2,2,40,0.0,2.0,1,0,1,0,0,1
84,20,RL,80.0,8892,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,5,1960,1960,Gable,MetalSd,MetalSd,66.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1065,1065,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,TA,6,Typ,0,None,Detchd,1974.0,Unf,2,461,TA,TA,Y,74,0,0,0,0,0,0,7,2007,COD,Normal,2.5453748273878185,2130,48,48,25,0.0,1.5,1,0,1,0,0,1
85,80,RL,68.0,8530,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,5,1995,1996,Gable,HdBoard,HdBoard,22.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,384,384,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,700,5,2009,WD,Normal,2.567614799203839,1858,15,14,35,0.0,2.5,1,0,1,0,0,1
86,60,RL,121.0,16059,Reg,Lvl,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,5,1991,1992,Hip,HdBoard,HdBoard,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,1288,1288,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1991.0,Unf,2,462,TA,TA,Y,127,82,0,0,0,0,0,4,2006,WD,Normal,2.6003492269397652,3705,16,15,40,0.0,2.5,1,0,1,0,0,1
87,60,RL,122.0,11911,IR2,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,684,684,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2005.0,Fin,2,400,TA,TA,Y,100,38,0,0,0,0,0,3,2009,WD,Normal,2.5700759115300578,2244,5,5,30,0.0,2.5,1,0,1,0,0,1
88,160,FV,40.0,3951,Reg,Lvl,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,612,612,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,Gd,4,Typ,0,None,Detchd,2009.0,RFn,2,528,TA,TA,Y,0,234,0,0,0,0,0,6,2009,New,Partial,2.565769938246588,1836,1,1,30,0.0,2.5,1,1,1,0,0,1
89,50,C (all),105.0,8470,IR1,Lvl,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,Plywood,Plywood,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,None,None,1974.0,None,0,0,None,None,N,0,0,156,0,0,0,0,10,2009,ConLD,Abnorml,2.513689932954576,2026,95,28,6,0.0,1.0,1,0,0,0,0,1
90,20,RL,60.0,8070,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,5,1994,1995,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,No,GLQ,588,Unf,0,402,990,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,TA,5,Typ,0,None,None,1972.0,None,0,0,None,None,Y,0,0,0,0,0,0,0,8,2007,WD,Normal,2.5435539387216357,1980,14,13,20,1.5,1.0,1,0,0,0,0,1
91,20,RL,60.0,7200,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1950,1950,Gable,BrkFace,Wd Sdng,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,1950.0,Unf,2,420,TA,TA,Y,0,29,0,0,0,0,0,7,2006,WD,Normal,2.5342788064345214,1040,57,57,20,0.0,1.0,0,0,1,0,1,1
92,20,RL,85.0,8500,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,203.0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,635,1235,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,TA,6,Typ,0,None,Attchd,1961.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,0,12,2006,WD,Abnorml,2.5256355745795727,2470,46,46,15,0.0,1.0,1,0,1,0,0,1
93,30,RL,80.0,13360,IR1,HLS,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713,Unf,0,163,876,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,1921.0,Unf,2,432,TA,TA,Y,0,0,44,0,0,0,0,8,2009,WD,Normal,2.5653011713761242,1840,89,4,35,1.5,1.0,1,0,1,0,0,1
94,190,C (all),60.0,7200,Reg,Lvl,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,0,11,2007,WD,Normal,2.5498244739741422,3505,98,10,36,0.0,2.0,1,0,1,0,0,1
95,60,RL,69.0,9337,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,648,Unf,0,176,824,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,1997.0,RFn,2,684,TA,TA,Y,0,162,0,0,0,0,0,5,2007,WD,Normal,2.5824529553038222,2610,11,11,30,1.5,2.5,1,0,1,0,0,1
96,60,RL,68.0,9765,IR2,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310,Unf,0,370,680,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,1993.0,Fin,2,420,TA,TA,Y,232,63,0,0,0,0,480,4,2009,WD,Normal,2.5747562286304357,2150,17,17,48,0.0,2.5,1,0,1,0,0,1
97,20,RL,78.0,10264,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,1162,Unf,0,426,1588,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,472,TA,TA,Y,158,29,0,0,0,0,0,8,2006,WD,Normal,2.5857873435277328,3176,8,8,35,0.0,2.0,1,0,1,0,0,1
98,20,RL,73.0,10921,Reg,HLS,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,None,Attchd,1965.0,Fin,1,432,TA,TA,P,120,0,0,0,0,0,0,5,2007,WD,Normal,2.5224438694958997,1920,43,43,20,1.5,1.0,1,0,1,0,0,1
99,30,RL,85.0,10625,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,108,Unf,0,350,458,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,TA,5,Typ,0,None,Basment,1920.0,Unf,1,366,Fa,TA,Y,0,0,77,0,0,0,400,5,2010,COD,Abnorml,2.511760172668831,1293,91,61,25,0.0,1.0,1,0,1,0,0,1
100,20,RL,77.0,9320,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1959,1959,Gable,Plywood,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,569,Unf,0,381,950,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,TA,6,Typ,0,None,None,1975.0,None,0,0,None,None,Y,352,0,0,0,0,0,400,1,2010,WD,Normal,2.5468784238831312,2175,52,52,20,1.5,1.5,1,0,0,0,0,1
